date,assets_proxy_usd
2024-08-24 00:00:00,2626143557.0
2024-08-25 00:00:00,2631393793.0
2024-08-26 00:00:00,2606267800.0
2024-08-27 00:00:00,2533595542.0
2024-08-28 00:00:00,2318560006.0
2024-08-29 00:00:00,2383855983.0
2024-08-30 00:00:00,2392080491.0
2024-08-31 00:00:00,2402146145.0
2024-09-01 00:00:00,2391884841.0
2024-09-02 00:00:00,2304632465.0
2024-09-03 00:00:00,2421845043.0
2024-09-04 00:00:00,2326115408.0
2024-09-05 00:00:00,2324646413.0
2024-09-06 00:00:00,2258787298.0
2024-09-07 00:00:00,2102487319.0
2024-09-08 00:00:00,2124600710.0
2024-09-09 00:00:00,2160932845.0
2024-09-10 00:00:00,2190516547.0
2024-09-11 00:00:00,2253466169.0
2024-09-12 00:00:00,2210502686.0
2024-09-13 00:00:00,2233607459.0
2024-09-14 00:00:00,2310591501.0
2024-09-15 00:00:00,2283309954.0
2024-09-16 00:00:00,2186465303.0
2024-09-17 00:00:00,2150899457.0
2024-09-18 00:00:00,2192155015.0
2024-09-19 00:00:00,2292599878.0
2024-09-20 00:00:00,2378646584.0
2024-09-21 00:00:00,2454696743.0
2024-09-22 00:00:00,2507287604.0
2024-09-23 00:00:00,2432601261.0
2024-09-24 00:00:00,2416292925.0
2024-09-25 00:00:00,2447139861.0
2024-09-26 00:00:00,2362820803.0
2024-09-27 00:00:00,2421214612.0
2024-09-28 00:00:00,2478228603.0
2024-09-29 00:00:00,2417610916.0
2024-09-30 00:00:00,2402235880.0
2024-10-01 00:00:00,2342354761.0
2024-10-02 00:00:00,2214983697.0
2024-10-03 00:00:00,2140072441.0
2024-10-04 00:00:00,2127104268.0
2024-10-05 00:00:00,2195907607.0
2024-10-06 00:00:00,2242855785.0
2024-10-07 00:00:00,2260122603.0
2024-10-08 00:00:00,2236573251.0
2024-10-09 00:00:00,2237056095.0
2024-10-10 00:00:00,2174295582.0
2024-10-11 00:00:00,2158267290.0
2024-10-12 00:00:00,2237444017.0
2024-10-13 00:00:00,2267201257.0
2024-10-14 00:00:00,2256684405.0
2024-10-15 00:00:00,2376005723.0
2024-10-16 00:00:00,2361671396.0
2024-10-17 00:00:00,2355893234.0
2024-10-18 00:00:00,2334133398.0
2024-10-19 00:00:00,2372659350.0
2024-10-20 00:00:00,2367775475.0
2024-10-21 00:00:00,2450778279.0
2024-10-22 00:00:00,2460428568.0
2024-10-23 00:00:00,2417053239.0
2024-10-24 00:00:00,2356779149.0
2024-10-25 00:00:00,2401537329.0
2024-10-26 00:00:00,2587807688.0
2024-10-27 00:00:00,2621449466.0
2024-10-28 00:00:00,2652402771.0
2024-10-29 00:00:00,2708429416.0
2024-10-30 00:00:00,2843673780.0
2024-10-31 00:00:00,2841624151.0
2024-11-01 00:00:00,2853449212.0
2024-11-02 00:00:00,2786241801.0
2024-11-03 00:00:00,2768762463.0
2024-11-04 00:00:00,2736817030.0
2024-11-05 00:00:00,2681861537.0
2024-11-06 00:00:00,2721702014.0
2024-11-07 00:00:00,2951767956.0
2024-11-08 00:00:00,3312636680.0
2024-11-09 00:00:00,3372078514.0
2024-11-10 00:00:00,3560125038.0
2024-11-11 00:00:00,3632267649.0
2024-11-12 00:00:00,3768821832.0
2024-11-13 00:00:00,3817129272.0
2024-11-14 00:00:00,3751017223.0
2024-11-15 00:00:00,3652888444.0
2024-11-16 00:00:00,3686229381.0
2024-11-17 00:00:00,3737929824.0
2024-11-18 00:00:00,3664479304.0
2024-11-19 00:00:00,3870171473.0
2024-11-20 00:00:00,3805473655.0
2024-11-21 00:00:00,3765480715.0
2024-11-22 00:00:00,4088787346.0
2024-11-23 00:00:00,4032188300.0
2024-11-24 00:00:00,4128697962.0
2024-11-25 00:00:00,4118586605.0
2024-11-26 00:00:00,4138890141.0
2024-11-27 00:00:00,4094692283.0
2024-11-28 00:00:00,4569989884.0
